"","Dia setmana","Mes de any","Dia de mes","Hora de dia","Desc. Tipus vehicle implicat","Descripció sexe","Edat","Descripció tipus persona","Descripció victimització"
"7120","2",10,5,9,"11","0","34","0","0"
"7121","0",11,14,12,"11","0","31","0","0"
"7122","1",2,23,11,"11","1","48","0","0"
"7123","5",6,4,7,"13","0","45","0","0"
"7124","3",11,10,14,"9","1","45","1","0"
"7125","3",11,10,14,"9","0","35","1","0"
"7126","4",4,29,12,"6","0","16","2","0"
"7127","4",4,29,12,"6","0","25","0","0"
"7128","1",12,20,13,"6","1","27","0","0"
"7129","1",12,20,13,"11","1","30","0","0"
"7130","4",11,11,6,"4","0","40","2","0"
"7131","4",3,4,9,"11","0","51","0","0"
"7132","3",4,14,18,"11","1","23","0","0"
"7133","4",6,3,0,"11","1","27","1","0"
"7134","4",6,3,0,"11","0","26","0","0"
"7135","4",7,29,17,"6","1","21","0","0"
"7136","2",9,28,10,"11","1","57","0","0"
"7137","6",3,13,11,"11","0","45","0","0"
"7138","4",3,11,22,"17","0","10","2","0"
"7139","3",1,28,12,"11","0","72","0","0"
"7140","2",11,16,11,"11","0","35","0","0"
"7141","4",9,2,21,"11","0","59","0","0"
"7142","4",11,4,22,"11","0","46","0","0"
"7143","0",8,15,8,"3","0","29","0","0"
"7144","4",6,24,15,"0","1","75","1","0"
"7145","3",10,6,11,"9","1","81","2","0"
"7146","5",8,13,7,"11","0","29","0","0"
"7147","2",2,24,19,"0","0","70","1","0"
"7148","0",1,4,16,"11","1","15","1","0"
"7149","0",1,4,16,"11","0","46","0","0"
"7150","0",11,14,13,"17","0","37","0","0"
"7151","1",7,12,15,"11","0","56","0","1"
"7152","6",10,23,13,"17","0","68","0","0"
"7153","5",5,21,11,"13","1","68","2","0"
"7154","0",2,15,18,"11","0","32","0","0"
"7155","5",4,9,12,"17","0","58","0","0"
"7156","5",4,9,12,"17","0","7","1","0"
"7157","5",7,23,6,"17","1","22","1","1"
"7158","5",7,23,6,"17","0","31","0","0"
"7159","1",5,10,11,"13","1","70","2","0"
"7160","2",2,3,7,"11","1","36","0","0"
"7161","1",3,8,15,"11","0","39","0","0"
"7162","0",3,21,7,"9","0","41","1","0"
"7163","0",3,21,7,"9","0","42","0","0"
"7164","0",3,21,7,"17","1","49","0","0"
"7165","3",5,12,20,"11","0","22","0","0"
"7166","3",5,12,20,"11","0","23","1","0"
"7167","4",7,1,10,"11","0","37","0","0"
"7168","3",7,7,19,"11","0","31","0","0"
"7169","0",8,1,15,"6","1","57","0","0"
"7170","2",8,24,21,"6","1","28","0","0"
"7171","4",9,2,15,"11","1","27","0","0"
"7172","4",9,23,19,"11","1","31","1","0"
"7173","4",9,23,19,"11","0","31","0","0"
"7174","4",10,7,8,"6","1","19","1","0"
"7175","4",10,7,8,"6","0","22","0","0"
"7176","0",10,10,9,"11","0","27","0","0"
"7177","0",10,10,15,"11","0","27","0","0"
"7178","1",10,25,14,"11","0","22","0","0"
"7179","2",12,28,18,"11","0","62","0","0"
"7180","4",12,30,14,"11","0","27","0","0"
"7181","1",6,28,17,"11","0","44","0","0"
"7182","4",7,8,18,"9","0","39","0","0"
"7183","6",8,14,8,"17","1","72","2","1"
"7184","4",7,22,14,"17","1","28","0","0"
"7185","1",1,19,8,"11","0","38","0","0"
"7186","1",2,2,10,"11","1","41","0","0"
"7187","1",2,2,10,"11","0","42","0","0"
"7188","0",4,11,18,"11","0","27","0","0"
"7189","1",5,17,15,"11","1","54","0","0"
"7190","1",5,17,15,"11","1","58","2","0"
"7191","0",7,11,13,"11","0","24","0","0"
"7192","0",7,11,13,"11","0","31","0","0"
"7193","4",9,23,8,"6","1","50","0","0"
"7194","2",12,7,14,"3","0","39","0","0"
"7195","2",12,7,14,"11","0","28","0","0"
"7196","0",12,26,12,"11","1","24","0","0"
"7197","2",3,23,7,"11","0","37","0","0"
"7198","1",3,29,7,"6","1","55","0","0"
"7199","1",5,3,9,"6","1","42","0","0"
"7200","2",8,3,17,"11","0","36","0","0"
"7201","3",8,11,15,"3","0","50","0","0"
"7202","0",12,26,19,"11","0","24","0","0"
"7203","6",12,25,14,"11","0","54","0","0"
"7204","5",9,17,1,"17","1","36","0","0"
"7205","5",12,3,17,"11","1","20","2","0"
"7206","3",6,23,14,"11","0","33","0","0"
"7207","6",4,24,18,"11","0","44","0","0"
"7208","4",12,30,14,"0","1","77","1","0"
"7209","0",2,8,7,"11","1","25","0","0"
"7210","0",2,8,7,"11","1","50","0","0"
"7211","2",2,17,10,"6","0","31","0","0"
"7212","1",3,29,13,"17","1","32","0","0"
"7213","1",3,29,13,"17","0","30","1","0"
"7214","1",3,29,13,"17","0","47","0","0"
"7215","0",5,2,7,"11","0","47","0","0"
"7216","0",6,6,10,"11","0","41","0","0"
"7217","2",8,10,11,"11","0","22","0","0"
"7218","4",9,2,10,"11","0","25","0","0"
"7219","3",10,6,9,"17","1","73","1","0"
"7220","1",11,8,17,"17","0","64","2","0"
"7221","3",3,17,0,"17","0","39","1","0"
"7222","3",3,17,0,"17","0","41","1","0"
"7223","3",3,17,7,"11","0","27","0","0"
"7224","3",3,31,15,"11","0","21","0","0"
"7225","4",3,18,1,"11","0","27","0","0"
"7226","0",4,4,17,"6","0","21","0","0"
"7227","3",2,11,11,"11","0","41","0","0"
"7228","2",3,2,8,"17","0","24","2","0"
"7229","3",10,27,13,"11","1","31","0","0"
"7230","1",3,15,7,"6","0","34","0","0"
"7231","6",3,6,22,"6","0","41","0","0"
"7232","2",11,16,15,"11","0","24","0","0"
"7233","2",11,30,9,"11","1","32","0","0"
"7234","2",11,30,9,"11","1","7","1","0"
"7235","4",12,9,21,"11","0","39","0","0"
"7236","3",12,15,14,"11","0","22","0","0"
"7237","3",1,21,20,"17","1","10","1","0"
"7238","3",1,21,20,"17","1","50","0","0"
"7239","4",1,29,0,"11","0","29","0","0"
"7240","0",5,2,16,"13","0","36","0","0"
"7241","6",5,29,19,"11","0","26","0","0"
"7242","3",8,11,20,"0","1","61","1","0"
"7243","3",10,20,15,"3","1","34","0","0"
"7244","5",12,17,16,"11","1","54","0","0"
"7245","5",12,17,16,"11","1","83","1","0"
"7246","3",7,14,7,"11","0","60","0","0"
"7247","0",8,22,22,"13","0","9","2","0"
"7248","0",4,4,16,"11","0","23","0","0"
"7249","0",4,4,16,"11","0","52","0","0"
"7250","2",1,20,17,"11","0","44","0","0"
"7251","2",4,6,10,"11","0","33","0","0"
"7252","2",4,6,10,"11","0","58","1","0"
"7253","4",1,22,4,"4","0","29","1","0"
"7254","4",1,22,4,"4","0","34","0","0"
"7255","6",2,21,15,"6","0","35","0","0"
"7256","6",5,1,20,"11","1","42","0","0"
"7257","3",3,3,8,"11","0","35","0","0"
"7258","6",5,22,0,"11","1","48","1","0"
"7259","0",7,11,15,"11","0","60","0","0"
"7260","1",8,9,13,"17","0","75","2","0"
"7261","6",12,11,21,"11","0","48","0","0"
"7262","4",12,30,20,"6","0","23","0","0"
"7263","4",12,30,20,"11","1","25","1","0"
"7264","4",12,30,20,"11","0","30","0","0"
"7265","5",12,3,8,"11","0","58","0","0"
"7266","5",2,6,3,"6","1","40","1","0"
"7267","5",2,6,3,"6","0","41","0","0"
"7268","3",4,14,13,"17","1","21","2","0"
"7269","0",7,18,13,"11","0","47","0","0"
"7270","3",3,3,15,"3","0","50","0","0"
"7271","2",10,5,9,"11","1","26","0","0"
"7272","2",6,1,19,"11","0","37","0","0"
"7273","0",6,20,21,"13","1","36","2","0"
"7274","3",12,22,19,"11","1","32","0","0"
"7275","0",6,20,8,"11","0","60","0","1"
"7276","1",3,8,12,"6","1","25","0","0"
"7277","0",11,14,8,"11","0","20","0","0"
"7278","4",3,11,14,"6","1","22","2","0"
"7279","4",3,11,14,"6","0","23","0","0"
"7280","4",11,11,11,"11","0","23","0","0"
"7281","5",1,30,9,"0","1","56","1","0"
"7282","4",9,23,12,"17","1","25","2","0"
"7283","6",4,17,18,"17","0","80","2","1"
"7284","3",1,21,15,"11","0","22","0","0"
"7285","2",3,23,20,"11","1","11","2","0"
"7286","2",3,23,20,"11","0","42","0","0"
"7287","0",5,2,11,"11","0","36","0","0"
"7288","0",5,2,11,"11","0","40","0","0"
"7289","0",6,27,21,"13","0","36","0","0"
"7290","2",3,2,12,"6","1","24","1","0"
"7291","3",7,14,23,"11","0","34","2","0"
"7292","3",7,14,23,"11","0","39","0","0"
"7293","4",7,15,14,"4","0","41","0","0"
"7294","4",7,15,14,"17","0","63","0","0"
"7295","2",4,6,16,"17","1","30","1","0"
"7296","2",4,6,16,"17","0","32","0","0"
"7297","0",6,13,21,"11","0","48","0","0"
"7298","5",12,24,21,"17","0","15","2","0"
"7299","5",5,14,13,"11","1","33","1","0"
"7300","3",6,2,17,"3","1","29","0","0"
"7301","1",7,12,21,"11","1","38","2","0"
"7302","1",7,12,21,"11","0","35","0","0"
"7303","1",7,12,21,"11","0","40","2","0"
"7304","6",9,11,13,"17","1","52","1","0"
"7305","6",9,11,13,"17","0","54","0","0"
"7306","2",1,13,14,"6","1","26","0","0"
"7307","2",1,13,14,"11","0","27","0","0"
"7308","2",1,13,14,"11","0","52","0","0"
"7309","1",12,20,21,"11","1","39","0","0"
"7310","5",7,2,12,"13","0","41","0","0"
"7311","1",2,16,16,"9","1","51","2","0"
"7312","2",6,1,15,"13","1","62","1","0"
"7313","5",1,2,16,"13","1","50","2","0"
"7314","6",6,12,14,"6","0","45","0","0"
"7315","2",11,9,19,"12","0","64","0","0"
"7316","1",6,21,20,"11","0","32","0","0"
"7317","2",6,29,11,"11","0","28","0","0"
"7318","1",8,23,10,"11","1","27","1","0"
"7319","1",8,23,10,"11","0","29","0","0"
"7320","2",2,3,18,"3","0","36","0","0"
"7321","2",2,3,18,"11","0","41","0","0"
"7322","3",5,5,11,"17","1","23","0","0"
"7323","3",5,5,11,"17","0","26","0","0"
"7324","3",5,12,9,"3","1","40","0","0"
"7325","3",12,22,17,"0","1","89","1","0"
"7326","0",11,7,19,"11","0","55","0","0"
"7327","5",5,14,12,"6","1","34","2","0"
"7328","4",1,15,16,"11","0","71","0","0"
"7329","2",7,20,13,"11","1","49","1","0"
"7330","2",7,20,13,"11","0","51","0","0"
"7331","0",1,25,8,"17","1","24","2","0"
"7332","0",11,28,18,"0","1","87","1","0"
"7333","0",10,24,15,"3","0","21","0","0"
"7334","2",4,20,20,"11","0","22","2","0"
"7335","5",4,9,19,"6","0","36","0","0"
"7336","0",6,13,11,"11","1","38","0","0"
"7337","2",7,20,17,"17","1","79","2","0"
"7338","3",1,21,17,"11","0","52","0","0"
"7339","2",12,21,6,"11","1","22","1","0"
"7340","2",12,21,6,"11","0","25","0","0"
"7341","5",1,30,17,"11","1","26","0","0"
"7342","2",4,27,20,"11","0","30","0","0"
"7343","5",6,4,10,"11","0","43","0","0"
"7344","2",8,24,11,"11","1","25","0","0"
"7345","5",9,17,16,"11","1","24","1","0"
"7346","5",9,17,16,"11","1","26","1","0"
"7347","5",9,17,16,"11","0","24","0","0"
"7348","5",9,17,16,"11","0","29","0","0"
"7349","4",1,8,12,"11","1","30","0","0"
"7350","2",2,3,20,"6","0","31","0","0"
"7351","2",11,16,20,"11","0","34","0","0"
"7352","3",12,1,21,"11","0","23","1","0"
"7353","3",12,1,21,"11","0","24","0","0"
"7354","3",12,29,14,"11","1","49","0","0"
"7355","4",4,29,22,"11","0","27","0","0"
"7356","4",12,23,13,"11","0","35","0","0"
"7357","1",1,12,13,"11","0","45","0","0"
"7358","5",7,9,9,"11","1","37","1","0"
"7359","5",7,9,9,"11","0","40","0","0"
"7360","2",12,14,16,"0","1","13","1","0"
"7361","2",12,14,16,"0","1","32","1","0"
"7362","2",12,14,16,"0","1","52","1","0"
"7363","2",12,14,16,"0","1","80","1","0"
"7364","5",12,31,3,"11","0","61","0","0"
"7365","0",2,8,16,"11","0","35","0","0"
"7366","3",3,24,15,"17","1","31","0","0"
"7367","3",3,31,18,"17","0","16","1","0"
"7368","3",3,31,18,"17","0","25","0","0"
"7369","2",10,19,18,"11","0","41","0","0"
"7370","0",5,9,23,"11","1","20","0","0"
"7371","6",5,22,5,"11","0","42","0","0"
"7372","1",12,20,7,"11","0","27","0","0"
"7373","1",12,20,7,"11","0","49","0","0"
"7374","5",2,6,10,"6","0","29","0","0"
"7375","4",5,20,21,"6","0","34","0","0"
"7376","3",6,16,11,"11","0","50","0","0"
"7377","5",7,16,18,"6","0","40","0","0"
"7378","5",11,12,14,"11","0","21","0","0"
"7379","5",11,12,12,"13","1","81","2","0"
"7380","1",1,12,9,"11","0","28","0","0"
"7381","4",1,15,19,"17","0","78","2","0"
"7382","4",5,20,9,"11","0","52","0","0"
"7383","4",5,20,12,"9","0","65","0","0"
"7384","4",5,20,12,"17","1","41","1","0"
"7385","4",5,20,12,"17","0","48","0","0"
"7386","1",6,7,10,"11","0","65","0","0"
"7387","1",6,7,10,"17","0","38","0","0"
"7388","2",11,9,7,"11","0","19","0","0"
"7389","6",12,11,21,"6","0","63","0","0"
"7390","6",12,11,21,"11","1","35","0","0"
"7391","3",8,25,20,"6","0","21","1","0"
"7392","3",8,25,20,"11","0","61","0","0"
"7393","0",10,10,11,"0","1","75","1","0"
"7394","5",4,9,13,"13","1","20","2","0"
"7395","3",6,9,12,"3","0","33","0","0"
"7396","1",6,28,16,"13","1","9","2","0"
"7397","2",1,20,9,"11","0","27","0","0"
"7398","4",2,19,19,"11","1","16","2","0"
"7399","4",2,19,19,"11","0","67","0","0"
"7400","0",2,22,14,"0","1","58","1","0"
"7401","0",2,22,14,"0","1","68","1","0"
"7402","2",4,6,13,"11","0","27","0","0"
"7403","0",5,9,17,"11","1","48","0","0"
"7404","0",6,13,16,"6","1","40","0","0"
"7405","5",7,2,10,"13","0","34","2","0"
"7406","2",8,17,16,"11","1","28","1","0"
"7407","4",8,12,20,"3","1","56","2","0"
"7408","4",8,12,20,"3","0","20","0","0"
"7409","4",8,12,20,"3","0","40","1","0"
"7410","2",6,1,8,"11","1","43","0","0"
"7411","1",4,19,16,"11","1","25","0","0"
"7412","3",6,30,9,"11","0","43","0","0"
"7413","3",10,6,15,"17","0","63","0","0"
"7414","4",10,21,13,"17","1","37","1","0"
"7415","0",12,5,16,"11","1","64","0","0"
"7416","2",10,26,20,"17","1","13","2","0"
"7417","2",7,27,2,"11","0","33","0","1"
"7418","4",12,9,11,"11","0","52","0","0"
"7419","1",10,25,9,"11","0","41","0","0"
"7420","0",9,12,19,"11","0","43","0","0"
"7421","2",11,9,8,"17","0","81","2","0"
"7422","2",11,30,14,"11","1","39","0","0"
"7423","4",6,3,13,"3","0","33","0","0"
"7424","5",7,16,21,"17","1","8","2","0"
"7425","6",10,16,12,"3","0","39","0","0"
"7426","6",11,20,12,"3","1","25","2","0"
"7427","2",8,17,11,"11","0","16","2","0"
"7428","2",8,17,11,"11","0","30","0","0"
"7429","3",2,25,13,"17","1","32","0","0"
"7430","0",5,30,7,"13","1","28","1","0"
"7431","0",5,30,7,"13","0","32","0","0"
"7432","0",5,30,7,"17","1","20","0","0"
"7433","4",1,15,18,"11","0","37","0","0"
"7434","0",10,10,9,"0","0","78","1","0"
"7435","5",1,16,16,"11","1","32","0","0"
"7436","1",1,5,13,"11","0","33","0","0"
"7437","4",3,4,8,"11","0","23","0","0"
"7438","6",5,22,19,"6","1","19","1","0"
"7439","6",5,22,19,"6","0","20","0","0"
"7440","5",4,30,14,"0","1","79","1","0"
"7441","5",4,30,14,"0","0","83","1","0"
"7442","1",11,29,20,"17","1","67","0","0"
"7443","5",12,17,11,"11","1","25","0","0"
"7444","4",4,22,17,"17","0","70","2","0"
"7445","1",3,1,13,"11","0","48","0","0"
"7446","3",9,8,8,"13","0","30","0","0"
"7447","3",2,25,23,"11","0","36","0","0"
"7448","6",4,24,17,"17","0","13","2","0"
"7449","5",5,14,21,"11","0","18","0","0"
"7450","4",10,21,15,"11","1","28","0","0"
"7451","6",5,29,19,"11","0","35","0","0"
"7452","2",11,2,11,"0","1","70","1","0"
"7453","0",10,31,10,"11","0","49","0","0"
"7454","1",9,6,13,"3","0","22","0","0"
"7455","1",9,6,13,"11","1","29","0","0"
"7456","3",3,31,19,"11","0","45","0","0"
"7457","1",1,26,7,"11","1","46","0","0"
"7458","0",1,25,11,"11","1","38","0","0"
"7459","6",3,13,14,"11","1","11","1","0"
"7460","6",3,13,14,"11","0","47","0","0"
"7461","1",8,23,12,"13","0","52","2","0"
"7462","3",4,14,15,"9","0","59","0","0"
"7463","0",8,22,10,"11","1","29","0","0"
"7464","1",7,12,16,"6","1","27","0","0"
"7465","6",5,22,21,"17","0","41","0","0"
"7466","2",9,21,18,"11","0","40","0","0"
"7467","2",12,7,20,"11","0","43","0","0"
"7468","4",10,28,11,"6","1","20","0","0"
"7469","4",10,28,11,"11","0","27","0","0"
"7470","3",2,18,21,"6","1","28","0","0"
"7471","2",7,6,18,"11","0","26","0","0"
"7472","4",12,30,21,"0","1","70","1","0"
"7473","4",5,27,13,"6","1","17","1","0"
"7474","4",5,27,13,"6","1","50","1","0"
"7475","4",5,27,13,"6","0","20","0","0"
"7476","4",5,27,13,"6","0","49","0","0"
"7477","3",7,14,16,"17","0","25","0","0"
"7478","3",7,14,16,"17","0","58","2","0"
"7479","1",6,28,22,"6","0","21","0","0"
"7480","2",3,16,19,"11","1","29","0","0"
"7481","6",3,6,15,"11","0","53","0","0"
"7482","2",11,16,18,"17","0","67","0","0"
"7483","4",4,1,0,"3","1","34","0","0"
"7484","6",6,5,15,"0","1","74","1","0"
"7485","5",7,30,13,"3","1","31","0","0"
"7486","1",10,11,9,"3","0","31","0","0"
"7487","2",12,7,16,"11","0","22","0","0"
"7488","4",6,10,19,"3","0","58","0","0"
"7489","3",7,21,12,"3","0","15","0","1"
"7490","3",9,1,6,"6","1","25","2","0"
"7491","3",9,1,6,"6","0","19","0","0"
"7492","3",9,1,6,"6","0","21","1","0"
"7493","1",1,19,14,"3","0","36","0","0"
"7494","1",1,19,14,"11","1","38","0","0"
"7495","4",7,8,14,"11","0","48","0","0"
"7496","2",7,20,14,"11","1","42","0","0"
"7497","6",2,7,16,"3","0","25","0","0"
"7498","5",3,19,23,"0","0","48","0","0"
"7499","5",3,19,23,"9","1","60","1","0"
"7500","5",3,19,23,"9","0","61","0","0"
"7501","5",3,19,23,"17","0","32","0","0"
"7502","2",3,23,12,"9","0","36","0","0"
"7503","2",3,23,12,"17","1","61","1","0"
"7504","2",3,23,12,"17","0","70","0","0"
"7505","2",8,24,22,"11","0","55","0","0"
"7506","2",8,24,22,"17","1","19","1","0"
"7507","2",8,24,22,"17","1","64","0","0"
"7508","3",1,21,17,"11","0","36","0","0"
"7509","2",9,21,15,"11","0","29","0","0"
"7510","2",8,10,11,"17","1","3","1","0"
"7511","3",3,10,9,"6","1","51","0","0"
"7512","2",10,19,2,"11","0","28","0","0"
"7513","5",11,12,14,"6","1","21","0","0"
"7514","2",6,29,10,"6","0","29","0","0"
"7515","2",12,28,18,"3","1","26","0","0"
"7516","4",7,22,10,"11","1","23","0","0"
"7517","5",12,17,16,"9","1","29","2","0"
"7518","3",1,7,14,"11","0","33","0","0"
"7519","2",4,6,15,"11","0","53","0","0"
"7520","1",6,21,19,"11","1","32","0","0"
"7521","5",3,5,10,"17","0","46","2","0"
"7522","6",5,15,1,"6","1","22","0","0"
"7523","6",5,15,1,"6","1","27","1","0"
"7524","0",6,6,19,"17","1","32","2","0"
"7525","5",5,28,17,"17","0","30","0","0"
"7526","3",9,1,16,"11","0","71","0","0"
"7527","4",5,13,18,"11","1","24","0","0"
"7528","1",11,8,14,"9","0","13","2","0"
"7529","0",1,4,13,"11","0","38","0","0"
"7530","0",2,1,19,"11","0","35","0","0"
"7531","3",11,17,12,"11","0","29","0","0"
"7532","4",12,30,17,"11","0","31","0","0"
"7533","5",10,15,15,"11","1","41","1","0"
"7534","5",10,15,15,"11","0","39","0","0"
"7535","2",3,9,20,"11","0","22","0","0"
"7536","6",12,4,12,"6","1","36","0","0"
"7537","3",3,3,13,"11","1","39","2","0"
"7538","3",3,3,13,"11","0","21","1","0"
"7539","5",2,13,14,"0","1","35","1","0"
"7540","5",2,13,14,"0","1","72","1","0"
"7541","5",2,13,14,"0","1","77","1","0"
"7542","5",2,13,14,"0","0","15","2","0"
"7543","5",2,13,14,"0","0","45","1","0"
"7544","1",3,8,18,"11","0","27","0","0"
"7545","4",6,10,23,"17","1","26","0","0"
"7546","4",6,10,23,"17","0","30","0","0"
"7547","4",6,10,23,"17","0","39","1","0"
"7548","3",6,16,18,"6","1","23","0","0"
"7549","1",3,22,8,"11","0","46","0","0"
"7550","3",7,21,13,"11","0","25","0","0"
"7551","3",11,10,20,"11","1","26","0","0"
"7552","5",3,19,17,"17","1","45","1","0"
"7553","6",4,24,19,"17","0","7","2","0"
"7554","5",10,29,18,"17","0","16","2","0"
"7555","5",10,29,18,"17","0","31","1","0"
"7556","0",11,14,15,"11","1","31","0","0"
"7557","0",1,11,11,"11","1","27","0","0"
"7558","0",2,22,15,"11","0","36","0","0"
"7559","3",8,4,19,"11","0","32","0","0"
"7560","0",3,21,17,"3","1","27","0","0"
"7561","1",5,31,19,"11","0","35","0","0"
"7562","0",11,21,10,"6","0","19","0","0"
"7563","0",6,20,10,"11","0","41","1","0"
"7564","2",11,2,22,"11","1","39","0","0"
"7565","4",4,1,22,"11","1","62","2","0"
"7566","1",8,30,6,"6","0","38","0","0"
"7567","1",11,1,6,"11","0","21","2","0"
"7568","3",4,28,20,"11","0","25","0","0"
"7569","1",5,31,0,"12","1","36","1","0"
"7570","2",11,2,15,"0","1","12","1","0"
"7571","2",11,2,15,"0","1","57","1","0"
"7572","1",2,16,15,"11","0","58","0","0"
"7573","5",12,3,18,"11","1","54","1","0"
"7574","0",4,18,13,"3","1","8","2","0"
"7575","2",5,18,18,"11","1","39","0","0"
"7576","2",9,21,23,"6","1","42","1","0"
"7577","1",3,1,10,"6","0","35","0","0"
"7578","3",5,19,15,"6","0","20","0","0"
"7579","2",8,31,16,"3","0","6","2","0"
"7580","2",10,5,22,"6","0","20","0","0"
"7581","2",1,27,9,"17","1","45","2","0"
"7582","2",1,27,11,"11","1","47","0","0"
"7583","6",4,10,14,"17","0","19","1","0"
"7584","6",9,11,19,"13","0","21","2","0"
"7585","0",1,11,20,"6","1","22","0","0"
"7586","3",2,11,8,"11","0","36","0","0"
"7587","0",2,15,11,"6","1","28","0","0"
"7588","3",6,23,17,"11","1","36","0","0"
"7589","0",6,27,17,"11","1","36","1","0"
"7590","2",8,17,18,"11","0","24","0","0"
"7591","3",11,10,13,"17","1","30","0","0"
"7592","0",12,12,13,"9","0","37","0","0"
"7593","4",9,23,16,"17","0","69","2","0"
"7594","6",2,7,15,"11","1","24","1","0"
"7595","6",2,7,15,"11","0","27","0","0"
"7596","3",6,9,13,"6","1","37","0","0"
"7597","3",7,14,18,"17","0","33","2","0"
"7598","4",4,15,17,"11","0","19","0","0"
"7599","4",2,12,5,"11","0","31","0","0"
"7600","0",6,6,11,"9","1","54","2","0"
"7601","6",1,31,19,"6","1","24","0","0"
"7602","0",6,27,5,"11","1","42","2","0"
"7603","0",6,27,5,"11","0","53","0","0"
"7604","2",1,27,14,"6","1","46","0","0"
"7605","3",6,2,18,"13","1","48","2","0"
"7606","0",9,19,20,"0","1","57","1","0"
"7607","5",3,19,4,"11","1","36","0","0"
"7608","4",6,3,18,"11","0","25","0","0"
"7609","2",1,13,8,"11","1","23","0","0"
"7610","2",1,13,8,"11","1","33","0","0"
"7611","4",7,8,17,"11","0","38","0","0"
"7612","1",2,2,16,"3","1","33","0","0"
"7613","1",9,6,17,"0","1","38","2","2"
"7614","3",3,10,18,"11","1","37","1","0"
"7615","3",3,10,18,"11","0","49","0","0"
"7616","1",8,16,15,"11","0","31","0","0"
"7617","1",2,2,20,"11","0","34","0","0"
"7618","0",6,27,17,"11","1","27","0","0"
"7619","4",6,17,15,"11","1","26","0","0"
"7620","3",4,21,19,"11","1","61","2","0"
"7621","1",12,27,10,"11","1","44","0","0"
"7622","0",7,18,21,"11","0","49","0","0"
"7623","5",9,3,23,"11","1","32","1","0"
"7624","5",9,3,23,"11","0","34","0","0"
"7625","2",5,18,10,"0","1","82","1","0"
"7626","6",5,15,15,"6","0","65","0","0"
"7627","1",7,26,14,"3","1","28","0","0"
"7628","4",7,1,15,"6","1","40","0","0"
"7629","2",9,7,20,"11","0","41","0","0"
"7630","2",11,30,14,"11","1","32","0","0"
"7631","1",8,30,14,"11","0","36","0","0"
"7632","1",8,30,14,"17","1","47","1","0"
"7633","5",5,21,14,"11","0","38","0","0"
"7634","5",5,21,14,"17","0","10","1","0"
"7635","0",3,21,17,"11","1","36","0","0"
"7636","6",2,7,0,"11","1","28","1","0"
"7637","6",2,7,0,"11","0","31","0","0"
"7638","3",11,10,5,"6","0","35","0","0"
"7639","4",12,23,16,"11","1","37","0","0"
"7640","1",9,20,13,"0","1","52","1","0"
"7641","3",9,15,15,"6","0","30","0","0"
"7642","0",9,12,13,"17","1","55","0","0"
"7643","2",11,23,7,"3","1","24","0","0"
"7644","1",7,12,17,"6","1","8","1","0"
"7645","2",12,21,16,"6","0","22","0","0"
"7646","0",11,14,13,"17","1","4","2","0"
"7647","6",3,6,15,"17","1","4","2","0"
"7648","2",6,1,11,"3","0","31","0","0"
"7649","2",6,1,11,"11","1","33","1","0"
"7650","4",2,19,7,"11","0","32","1","0"
"7651","4",2,19,7,"11","0","33","0","0"
"7652","4",2,19,8,"9","0","22","1","0"
"7653","4",2,19,8,"9","0","28","0","0"
"7654","4",2,19,8,"17","0","40","0","0"
"7655","3",6,23,13,"11","0","37","0","0"
"7656","1",6,28,12,"6","1","31","0","0"
"7657","4",10,7,17,"17","0","44","2","0"
"7658","1",10,18,10,"11","1","42","0","0"
"7659","0",11,21,13,"11","1","51","0","0"
"7660","2",5,4,19,"3","0","16","0","0"
"7661","1",5,31,16,"3","0","51","0","0"
"7662","1",5,31,16,"11","0","56","0","0"
"7663","0",9,19,5,"11","0","24","0","0"
"7664","3",9,22,12,"3","1","27","0","0"
"7665","5",10,8,20,"0","1","50","1","0"
"7666","2",9,7,21,"3","1","24","0","0"
"7667","2",9,7,21,"11","0","51","0","0"
"7668","0",7,11,9,"11","0","39","0","0"
"7669","2",10,12,14,"0","1","74","1","0"
"7670","0",1,11,8,"3","0","59","0","0"
"7671","4",3,25,5,"13","1","20","1","0"
"7672","4",3,25,5,"13","0","21","1","0"
"7673","2",11,16,0,"3","1","31","0","0"
"7674","3",9,29,18,"0","1","25","1","0"
"7675","3",9,29,18,"0","1","31","1","0"
"7676","3",9,29,18,"0","1","42","1","0"
"7677","3",9,29,18,"0","1","45","1","0"
"7678","3",9,29,18,"0","1","47","1","0"
"7679","3",9,29,18,"0","1","53","1","0"
"7680","3",9,29,18,"0","1","76","1","0"
"7681","3",9,29,18,"0","1","83","1","0"
"7682","5",10,15,5,"17","0","24","1","0"
"7683","5",10,15,5,"17","0","34","0","0"
"7684","5",10,15,5,"17","0","35","1","0"
"7685","5",10,15,5,"17","0","36","0","0"
"7686","5",10,15,5,"17","0","38","1","0"
"7687","2",2,17,19,"3","1","40","2","0"
"7688","2",8,17,16,"3","1","69","2","0"
"7689","2",9,21,16,"11","0","54","0","0"
"7690","3",11,17,0,"11","0","48","0","0"
"7691","4",10,28,23,"11","0","37","0","0"
"7692","0",7,25,14,"11","0","44","0","0"
"7693","6",7,10,5,"17","0","21","2","0"
"7694","0",1,4,21,"11","1","11","1","0"
"7695","1",3,8,20,"6","0","39","0","0"
"7696","3",6,2,13,"11","0","36","0","0"
"7697","4",10,7,17,"6","0","52","0","0"
"7698","4",10,7,17,"11","0","40","0","0"
"7699","3",12,22,8,"11","1","44","0","0"
