"","Dia setmana","Mes de any","Dia de mes","Hora de dia","Desc. Tipus vehicle implicat","Descripció sexe","Edat","Descripció tipus persona","Descripció victimització"
"2093","3",3,10,20,"11","1","34","1","0"
"2094","3",3,10,20,"11","0","36","0","0"
"2095","3",3,10,20,"11","0","52","0","0"
"2096","1",7,26,17,"11","0","25","0","0"
"2097","5",9,10,2,"17","0","29","2","0"
"2098","4",12,16,20,"11","0","24","0","0"
"2099","5",3,19,14,"17","0","38","0","0"
"2100","5",4,23,14,"11","0","28","0","0"
"2101","1",4,26,8,"11","1","23","0","0"
"2102","1",10,25,7,"11","0","33","0","0"
"2103","4",5,6,6,"11","1","39","2","0"
"2104","4",5,6,6,"11","1","46","0","0"
"2105","3",12,15,19,"13","0","54","0","0"
"2106","3",12,15,19,"17","1","32","1","0"
"2107","3",12,15,19,"17","1","34","0","0"
"2108","2",12,21,5,"17","0","37","0","0"
"2109","5",3,19,12,"17","1","2","1","0"
"2110","5",3,19,12,"17","0","36","0","0"
"2111","5",3,19,12,"17","0","46","0","0"
"2112","2",6,22,11,"13","1","81","2","0"
"2113","6",7,3,10,"9","1","68","2","0"
"2114","4",9,30,14,"11","0","34","0","0"
"2115","2",3,9,9,"11","0","43","0","0"
"2116","6",7,24,11,"3","0","42","0","0"
"2117","0",5,2,8,"11","0","47","0","0"
"2118","0",10,17,17,"6","1","81","2","0"
"2119","3",1,28,16,"6","1","26","0","0"
"2120","3",1,28,16,"11","0","43","0","0"
"2121","2",5,4,11,"13","1","74","2","0"
"2122","0",4,25,12,"11","0","30","0","0"
"2123","6",5,1,19,"11","0","23","0","0"
"2124","3",2,11,9,"11","1","25","0","0"
"2125","5",3,19,17,"6","0","38","0","0"
"2126","2",2,3,23,"11","0","24","0","0"
"2127","3",5,19,9,"11","0","33","0","0"
"2128","1",7,5,8,"11","1","37","0","0"
"2129","5",10,29,20,"11","0","36","0","0"
"2130","2",11,16,13,"11","0","29","0","0"
"2131","5",1,23,15,"11","0","64","0","1"
"2132","0",6,13,8,"11","0","43","0","0"
"2133","0",11,7,18,"11","0","50","0","0"
"2134","4",12,23,16,"17","0","24","0","0"
"2135","4",12,23,16,"17","0","27","1","0"
"2136","5",4,23,21,"17","0","51","0","0"
"2137","1",7,26,8,"11","0","38","0","0"
"2138","2",11,9,15,"17","1","88","2","0"
"2139","2",10,26,8,"11","1","37","0","0"
"2140","1",11,29,15,"11","1","47","0","0"
"2141","3",12,15,13,"11","0","21","0","0"
"2142","6",12,18,16,"11","0","23","0","0"
"2143","4",1,8,12,"17","1","52","0","0"
"2144","4",11,18,8,"11","1","38","0","0"
"2145","5",9,24,6,"11","0","36","0","0"
"2146","3",10,6,11,"11","0","28","0","0"
"2147","1",7,26,16,"11","0","46","0","0"
"2148","1",5,10,13,"11","1","32","1","0"
"2149","1",5,10,13,"11","0","34","0","0"
"2150","5",1,2,10,"0","0","79","1","0"
"2151","0",3,7,13,"6","1","41","1","0"
"2152","0",3,7,13,"6","0","47","0","0"
"2153","5",3,12,8,"17","1","31","0","0"
"2154","5",3,12,8,"17","0","75","0","0"
"2155","0",12,5,14,"11","0","32","0","0"
"2156","3",3,10,19,"6","0","20","0","0"
"2157","3",3,17,18,"0","1","61","1","0"
"2158","5",8,27,0,"11","1","27","1","0"
"2159","5",10,29,11,"6","0","23","0","0"
"2160","5",10,29,11,"17","1","60","0","0"
"2161","5",10,22,12,"11","1","19","0","0"
"2162","4",12,30,21,"11","0","30","0","0"
"2163","3",3,24,14,"11","0","47","0","0"
"2164","2",3,16,12,"11","0","42","0","0"
"2165","5",12,31,5,"17","0","29","0","0"
"2166","5",12,31,5,"17","0","53","2","0"
"2167","6",1,17,14,"17","1","78","2","0"
"2168","0",11,14,14,"6","1","24","0","0"
"2169","0",11,14,14,"11","1","24","0","0"
"2170","0",11,14,14,"11","1","42","0","0"
"2171","0",11,14,14,"11","0","19","0","0"
"2172","0",11,14,14,"11","0","23","1","0"
"2173","2",4,13,11,"11","0","83","2","0"
"2174","1",3,15,17,"17","1","49","2","0"
"2175","5",3,26,22,"11","0","51","0","0"
"2176","3",9,15,19,"11","0","56","0","0"
"2177","3",11,10,11,"11","0","42","0","0"
"2178","2",3,23,12,"9","1","67","2","0"
"2179","3",4,7,1,"11","0","49","0","0"
"2180","4",8,5,21,"11","0","31","0","0"
"2181","2",12,21,9,"11","0","24","0","0"
"2182","3",12,29,10,"11","0","28","0","0"
"2183","3",12,1,0,"11","0","46","0","0"
"2184","2",4,6,17,"17","0","10","2","0"
"2185","3",1,28,23,"11","1","46","0","0"
"2186","3",1,28,23,"11","0","47","1","0"
"2187","5",6,18,5,"9","1","44","1","0"
"2188","5",6,18,5,"9","0","44","0","0"
"2189","5",6,18,15,"17","0","64","0","0"
"2190","5",8,13,11,"17","1","58","0","0"
"2191","0",11,7,12,"11","0","57","0","0"
"2192","3",4,7,9,"11","0","29","0","0"
"2193","0",2,8,12,"11","0","51","0","0"
"2194","6",3,6,9,"17","0","29","2","0"
"2195","0",6,27,13,"13","1","31","2","0"
"2196","3",5,12,11,"11","0","18","0","0"
"2197","3",5,12,11,"11","0","56","0","0"
"2198","0",6,6,9,"6","1","21","0","0"
"2199","2",4,20,13,"11","1","50","1","0"
"2200","3",5,5,15,"11","1","34","0","0"
"2201","0",4,4,17,"13","1","32","1","0"
"2202","0",4,4,17,"17","1","85","1","0"
"2203","3",5,26,13,"11","0","29","0","0"
"2204","6",8,7,2,"17","0","45","0","0"
"2205","4",9,16,19,"11","0","35","0","0"
"2206","1",12,20,18,"11","1","22","0","0"
"2207","0",8,22,21,"17","1","79","2","0"
"2208","1",4,19,9,"11","0","23","0","0"
"2209","2",9,7,10,"9","1","62","2","0"
"2210","4",1,8,15,"11","0","31","0","0"
"2211","1",7,12,14,"11","1","33","1","0"
"2212","1",7,12,14,"11","0","34","0","0"
"2213","5",8,20,22,"17","0","37","2","0"
"2214","0",11,14,21,"17","0","17","2","0"
"2215","4",1,22,9,"11","0","47","0","0"
"2216","0",2,15,12,"11","1","45","0","0"
"2217","2",3,30,12,"17","1","32","0","0"
"2218","2",3,30,12,"17","0","63","1","0"
"2219","4",9,2,13,"17","1","61","1","0"
"2220","4",9,2,13,"17","0","58","1","0"
"2221","4",9,2,13,"17","0","63","0","0"
"2222","4",2,19,11,"17","1","86","2","0"
"2223","4",2,19,11,"17","0","86","2","0"
"2224","3",7,21,22,"17","0","26","2","0"
"2225","3",6,2,20,"11","0","61","0","1"
"2226","5",7,9,11,"6","1","30","1","0"
"2227","0",2,1,12,"17","1","80","1","0"
"2228","6",6,5,13,"17","1","48","1","0"
"2229","6",6,5,13,"17","0","40","0","0"
"2230","4",6,10,13,"11","0","55","0","0"
"2231","2",5,4,8,"11","1","31","0","0"
"2232","4",5,13,17,"11","0","50","0","0"
"2233","0",9,19,12,"17","1","59","2","0"
"2234","0",10,31,21,"11","0","49","0","0"
"2235","4",12,2,12,"11","0","26","0","0"
"2236","4",12,30,9,"11","1","29","0","0"
"2237","0",6,20,11,"11","1","28","0","0"
"2238","4",11,25,12,"17","1","49","2","1"
"2239","4",4,29,15,"17","1","72","2","0"
"2240","2",11,23,12,"4","0","69","2","0"
"2241","1",5,17,19,"11","1","48","0","0"
"2242","4",12,16,15,"0","1","61","1","0"
"2243","0",5,30,20,"11","0","40","0","0"
"2244","1",11,8,15,"11","1","48","0","0"
"2245","3",4,28,16,"9","0","78","2","0"
"2246","2",8,24,22,"11","1","31","1","0"
"2247","2",8,24,22,"11","0","36","0","0"
"2248","2",8,24,22,"17","1","33","1","0"
"2249","0",6,6,16,"11","0","65","0","0"
"2250","0",10,31,17,"17","0","54","0","0"
"2251","1",8,9,22,"17","0","47","0","0"
"2252","1",8,9,22,"17","0","49","1","0"
"2253","0",9,12,19,"11","0","26","0","0"
"2254","2",11,2,14,"11","0","24","0","0"
"2255","0",12,19,12,"17","0","33","2","0"
"2256","1",5,24,12,"17","1","35","1","0"
"2257","1",5,24,12,"17","1","39","1","0"
"2258","1",5,24,12,"17","0","18","1","0"
"2259","1",5,24,12,"17","0","24","1","0"
"2260","0",3,21,17,"13","1","62","2","0"
"2261","3",2,25,16,"11","1","55","0","0"
"2262","1",5,31,17,"11","0","25","0","0"
"2263","2",11,30,13,"11","1","18","0","0"
"2264","1",2,16,8,"11","0","40","0","2"
"2265","1",1,12,9,"11","0","26","0","0"
"2266","2",1,27,9,"11","0","58","0","0"
"2267","6",2,7,22,"11","1","29","0","0"
"2268","1",8,30,10,"11","0","51","0","0"
"2269","1",3,15,8,"11","0","21","0","0"
"2270","1",5,24,17,"11","0","54","0","0"
"2271","0",11,14,13,"17","0","52","0","0"
"2272","2",12,28,14,"6","0","30","0","0"
"2273","0",4,11,11,"11","0","46","0","0"
"2274","5",5,7,6,"11","0","25","0","0"
"2275","3",12,1,19,"11","1","35","0","0"
"2276","5",2,27,14,"17","0","26","2","0"
"2277","4",4,29,8,"3","1","49","0","0"
"2278","0",12,12,8,"11","0","21","0","0"
"2279","1",4,19,18,"6","1","41","0","0"
"2280","0",5,23,18,"11","1","46","0","0"
"2281","2",11,2,19,"11","0","25","0","0"
"2282","4",1,15,21,"17","1","40","1","0"
"2283","4",1,15,21,"17","0","44","0","0"
"2284","1",1,26,10,"11","0","33","0","0"
"2285","0",3,14,20,"11","1","36","2","0"
"2286","0",3,14,20,"11","0","27","0","0"
"2287","2",2,17,18,"11","0","29","0","0"
"2288","2",8,17,13,"0","1","93","1","0"
"2289","1",9,6,12,"0","1","90","1","0"
"2290","3",1,7,17,"17","0","64","0","0"
"2291","0",2,15,16,"17","1","55","0","0"
"2292","3",2,25,6,"17","0","51","0","0"
"2293","3",3,31,14,"17","0","23","0","0"
"2294","3",6,9,8,"11","1","31","0","0"
"2295","4",7,1,15,"11","1","29","0","0"
"2296","0",8,1,8,"11","0","32","0","0"
"2297","2",10,5,7,"11","0","37","0","0"
"2298","0",4,25,11,"13","0","32","0","0"
"2299","0",4,25,11,"17","0","57","0","0"
"2300","3",7,21,14,"11","0","29","0","0"
"2301","2",11,23,13,"11","0","49","0","0"
"2302","6",10,16,16,"17","1","33","0","0"
"2303","1",12,6,12,"17","1","29","2","0"
"2304","3",7,14,18,"13","0","53","2","0"
"2305","4",1,29,9,"11","0","50","0","0"
"2306","3",6,23,15,"11","0","31","0","0"
"2307","3",6,23,15,"11","0","38","0","0"
"2308","4",10,14,15,"9","1","40","1","0"
"2309","4",10,14,15,"9","1","46","1","0"
"2310","4",10,14,15,"9","0","40","1","0"
"2311","4",10,14,15,"17","1","57","0","0"
"2312","5",12,17,15,"17","0","5","2","0"
"2313","1",7,12,22,"11","0","29","0","0"
"2314","4",12,23,7,"11","1","57","0","0"
"2315","1",11,29,20,"6","0","46","0","0"
"2316","3",9,1,16,"11","0","43","0","0"
"2317","3",9,1,16,"11","0","51","0","0"
"2318","2",2,24,8,"11","1","42","0","0"
"2319","5",4,23,18,"3","1","81","2","0"
"2320","0",9,26,13,"11","0","58","2","0"
"2321","3",11,3,14,"17","1","41","0","0"
"2322","3",11,3,14,"17","1","48","0","0"
"2323","3",11,3,14,"17","0","51","0","0"
"2324","3",11,3,14,"17","0","55","0","0"
"2325","3",7,28,6,"11","0","39","0","0"
"2326","5",9,3,23,"0","1","59","1","0"
"2327","1",9,6,13,"6","0","55","0","0"
"2328","4",10,14,10,"6","1","18","0","0"
"2329","4",10,14,10,"11","1","51","0","0"
"2330","5",2,20,7,"14","0","26","1","0"
"2331","4",3,4,20,"17","0","22","0","0"
"2332","1",7,5,16,"11","0","62","0","0"
"2333","2",9,21,6,"11","1","30","0","0"
"2334","2",6,29,14,"11","0","24","0","0"
"2335","3",9,8,22,"0","0","50","1","0"
"2336","0",4,11,21,"11","0","43","0","0"
"2337","0",3,21,19,"6","0","23","0","0"
"2338","3",12,1,16,"5","1","88","2","2"
"2339","3",12,29,13,"17","0","17","2","0"
"2340","6",11,27,10,"17","1","59","0","0"
"2341","4",12,23,4,"11","0","53","0","0"
"2342","2",5,4,15,"0","0","87","1","0"
"2343","0",10,24,16,"11","0","24","0","0"
"2344","0",10,24,16,"11","0","25","0","0"
"2345","0",10,24,16,"17","1","44","0","0"
"2346","3",11,3,20,"11","1","23","1","0"
"2347","3",11,3,20,"11","1","25","0","0"
"2348","0",8,22,9,"6","1","36","0","0"
"2349","5",2,13,10,"17","0","17","2","0"
"2350","1",5,3,17,"6","0","35","0","0"
"2351","2",6,15,18,"11","0","26","2","0"
"2352","2",12,7,13,"11","0","61","0","0"
"2353","4",5,20,12,"11","0","23","0","0"
"2354","1",9,13,22,"11","1","48","0","0"
"2355","4",6,17,15,"11","0","16","0","0"
"2356","3",11,3,18,"17","1","58","2","0"
"2357","0",2,1,17,"11","1","34","0","0"
"2358","0",7,25,13,"11","0","38","0","0"
"2359","4",3,11,8,"11","0","25","0","0"
"2360","2",12,21,21,"11","0","60","0","0"
"2361","3",12,22,9,"11","0","41","0","0"
"2362","3",5,5,12,"6","0","21","0","0"
"2363","3",12,29,10,"11","0","40","0","0"
"2364","3",2,4,21,"11","0","22","0","0"
"2365","3",2,4,21,"11","0","36","2","0"
"2366","4",2,26,10,"6","0","41","0","0"
"2367","3",3,10,14,"11","1","33","0","0"
"2368","0",3,7,15,"6","1","59","0","0"
"2369","5",12,10,18,"11","0","48","0","0"
"2370","5",12,10,18,"17","1","18","1","0"
"2371","4",10,14,12,"11","0","44","0","0"
"2372","3",12,15,2,"11","0","44","0","0"
"2373","2",9,21,12,"11","1","20","1","0"
"2374","1",7,19,14,"17","0","68","2","0"
"2375","6",3,6,18,"0","1","35","1","0"
"2376","1",5,17,14,"17","1","28","1","0"
"2377","6",8,14,15,"3","1","25","0","0"
"2378","3",10,20,21,"3","1","24","0","0"
"2379","0",12,26,20,"0","1","61","1","0"
"2380","0",9,5,13,"11","0","43","0","0"
"2381","3",11,10,19,"11","0","23","0","0"
"2382","0",8,29,7,"11","0","56","0","0"
"2383","4",9,9,3,"11","1","38","1","0"
"2384","4",9,9,3,"11","0","48","0","0"
"2385","0",12,26,9,"13","0","39","0","0"
"2386","0",12,26,9,"13","0","50","0","0"
"2387","1",7,12,8,"11","0","39","0","0"
"2388","6",7,3,16,"17","1","39","1","0"
"2389","6",7,3,16,"17","0","3","1","0"
"2390","6",7,3,16,"17","0","39","0","0"
"2391","4",10,7,18,"11","1","55","0","0"
"2392","3",2,18,16,"11","0","44","0","0"
"2393","0",3,14,18,"11","0","24","0","0"
"2394","0",3,14,18,"11","0","36","0","0"
"2395","3",9,1,15,"11","0","41","0","0"
"2396","1",10,18,20,"11","1","27","0","0"
"2397","1",7,19,10,"3","1","18","0","0"
"2398","4",2,19,19,"3","0","53","0","0"
"2399","3",11,3,11,"11","0","41","0","0"
"2400","3",11,3,11,"11","0","8","1","0"
"2401","2",2,17,18,"17","1","28","0","0"
"2402","2",9,28,20,"11","1","31","0","0"
"2403","4",10,28,14,"11","0","53","0","0"
"2404","0",11,7,9,"11","0","22","0","0"
"2405","3",2,25,8,"11","1","28","0","0"
"2406","3",5,12,18,"17","1","24","2","0"
"2407","1",6,7,8,"11","1","57","0","0"
"2408","3",8,25,16,"3","1","71","2","0"
"2409","1",11,15,13,"0","1","94","1","0"
"2410","1",11,15,13,"0","0","67","1","0"
"2411","0",1,11,19,"0","0","77","1","0"
"2412","0",1,11,19,"17","1","53","0","0"
"2413","0",9,19,14,"3","0","21","0","0"
"2414","4",2,26,11,"17","1","72","2","0"
"2415","1",5,31,8,"0","1","25","1","0"
"2416","1",5,31,8,"0","0","28","1","0"
"2417","4",8,12,8,"0","1","42","1","0"
"2418","2",2,24,10,"11","1","62","2","0"
"2419","2",2,24,10,"11","0","43","0","0"
"2420","4",4,29,12,"3","0","75","2","0"
"2421","2",6,22,17,"17","0","15","2","0"
"2422","5",10,22,12,"17","1","36","1","0"
"2423","5",10,22,12,"17","1","53","1","0"
"2424","5",10,22,12,"17","0","2","1","0"
"2425","4",1,8,11,"0","1","79","1","0"
"2426","1",2,2,21,"13","0","62","2","0"
"2427","1",1,26,8,"11","1","27","0","0"
"2428","0",10,17,14,"11","0","59","0","0"
"2429","1",6,7,13,"11","0","43","0","0"
"2430","3",1,14,17,"17","1","79","2","0"
"2431","4",2,26,7,"11","0","12","2","0"
"2432","4",2,26,7,"11","0","45","0","0"
"2433","4",7,1,18,"11","1","24","0","0"
"2434","0",6,20,11,"17","1","49","1","0"
"2435","1",11,29,15,"11","0","51","0","0"
"2436","2",7,6,18,"0","1","77","1","0"
"2437","3",2,4,0,"11","1","17","1","0"
"2438","3",2,4,0,"11","0","36","0","0"
"2439","0",2,1,16,"3","0","50","2","0"
"2440","6",11,6,18,"11","1","19","1","0"
"2441","6",11,6,18,"11","0","22","0","0"
"2442","4",2,5,7,"11","0","23","0","0"
"2443","1",8,16,10,"11","0","50","0","0"
"2444","3",7,14,17,"11","0","60","0","0"
"2445","6",8,7,2,"11","1","16","1","0"
"2446","6",8,7,2,"11","0","18","0","0"
"2447","3",10,27,18,"11","0","32","0","0"
"2448","4",12,30,18,"6","1","22","1","0"
"2449","4",12,30,18,"6","0","16","0","0"
"2450","0",9,19,19,"11","1","26","0","0"
"2451","1",4,26,8,"11","0","41","0","0"
"2452","2",11,16,22,"17","1","25","2","0"
"2453","2",11,16,22,"17","0","27","2","0"
"2454","5",10,1,14,"6","0","22","0","0"
"2455","4",1,22,13,"6","0","38","0","0"
"2456","3",9,8,21,"0","1","15","1","0"
"2457","3",9,8,14,"11","1","41","1","0"
"2458","3",9,8,14,"11","0","43","0","0"
"2459","2",4,20,18,"11","0","51","0","0"
"2460","1",4,12,9,"6","1","23","0","0"
"2461","3",12,22,18,"11","1","40","0","0"
"2462","4",12,30,17,"11","0","42","0","0"
"2463","6",2,7,15,"17","0","47","0","0"
"2464","2",12,28,13,"3","0","28","0","0"
"2465","4",4,29,9,"9","0","83","2","0"
"2466","0",10,17,9,"6","1","8","2","0"
"2467","4",1,29,10,"11","0","55","0","0"
"2468","3",10,6,19,"11","1","14","2","0"
"2469","1",6,21,20,"11","1","49","0","0"
"2470","1",3,22,14,"0","1","81","1","0"
"2471","0",2,29,14,"17","1","20","1","0"
"2472","0",2,29,14,"17","1","34","1","0"
"2473","0",2,29,14,"17","0","52","0","0"
"2474","0",2,29,14,"9","1","33","0","0"
"2475","0",2,29,14,"9","0","21","1","0"
"2476","0",2,29,14,"17","0","34","0","0"
"2477","3",6,9,8,"11","0","35","0","0"
"2478","2",10,19,15,"17","1","83","2","0"
"2479","6",1,24,23,"11","1","26","1","0"
"2480","6",1,24,23,"11","0","29","0","0"
"2481","4",2,19,16,"11","1","26","0","0"
"2482","3",9,29,15,"11","1","55","0","0"
"2483","3",2,18,10,"11","0","50","0","0"
"2484","3",6,2,14,"11","0","42","0","0"
"2485","5",8,20,17,"13","0","33","0","0"
"2486","0",12,12,9,"0","1","83","1","0"
"2487","1",6,21,9,"6","1","52","0","0"
"2488","3",4,7,9,"11","1","22","2","0"
"2489","4",8,5,14,"9","0","44","1","0"
"2490","3",1,14,15,"11","0","59","0","0"
"2491","4",7,29,14,"11","0","23","0","0"
"2492","4",9,9,20,"11","1","44","0","0"
"2493","1",5,10,22,"11","1","34","0","0"
"2494","0",5,23,10,"0","1","68","1","0"
"2495","1",7,12,10,"11","0","53","0","0"
"2496","2",12,21,17,"17","0","5","2","0"
"2497","3",9,15,17,"11","1","29","2","0"
"2498","3",9,15,17,"11","0","29","0","0"
"2499","0",8,8,11,"17","0","34","0","0"
"2500","2",11,9,17,"11","0","55","0","0"
"2501","3",12,1,15,"11","0","39","0","0"
"2502","0",8,1,23,"3","0","37","0","0"
"2503","2",5,18,8,"6","1","28","0","0"
"2504","1",10,25,10,"11","1","36","0","0"
"2505","3",12,22,9,"6","0","46","0","0"
"2506","2",9,14,12,"17","1","66","1","0"
"2507","2",9,14,12,"17","0","33","0","0"
"2508","0",2,15,17,"11","1","36","0","0"
"2509","0",1,4,10,"11","0","49","0","0"
"2510","5",5,21,13,"9","0","36","0","0"
"2511","5",5,21,13,"17","1","44","0","0"
"2512","5",5,21,13,"17","1","65","1","0"
"2513","5",5,21,13,"17","1","67","1","0"
"2514","5",5,21,13,"17","0","42","0","0"
"2515","5",5,21,13,"17","0","70","1","0"
"2516","5",5,21,13,"17","0","72","1","0"
"2517","0",11,7,12,"0","1","64","1","0"
"2518","6",12,25,12,"11","0","34","0","0"
"2519","4",2,5,11,"17","0","46","2","0"
"2520","3",9,29,0,"17","0","16","1","0"
"2521","3",9,29,0,"17","0","19","1","0"
"2522","4",10,7,19,"17","1","33","0","0"
"2523","0",11,21,9,"11","0","42","0","0"
"2524","6",12,25,12,"17","0","27","0","0"
"2525","6",12,25,12,"17","0","72","1","0"
"2526","6",10,9,23,"17","1","26","1","0"
"2527","6",10,9,23,"17","1","27","0","0"
"2528","6",10,9,23,"17","0","30","1","0"
"2529","5",3,26,18,"17","0","43","2","0"
"2530","4",2,26,8,"6","1","37","0","0"
"2531","3",7,7,20,"0","1","39","1","0"
"2532","4",8,5,13,"17","1","39","1","0"
"2533","2",11,30,9,"11","0","31","0","0"
"2534","3",11,24,12,"3","0","44","0","0"
"2535","1",9,13,12,"0","0","74","1","0"
"2536","2",3,16,20,"11","0","36","2","0"
"2537","3",8,25,23,"3","1","4","2","0"
"2538","1",6,28,23,"17","0","49","2","0"
"2539","3",7,21,8,"6","0","34","0","0"
"2540","5",2,20,21,"11","0","23","0","0"
"2541","3",9,8,9,"17","1","29","0","0"
"2542","4",5,13,13,"11","0","27","0","0"
"2543","6",11,13,23,"11","0","24","0","0"
"2544","3",2,25,16,"11","0","41","0","0"
"2545","5",8,13,18,"3","1","86","2","0"
"2546","0",8,29,20,"3","1","38","2","0"
"2547","0",10,10,12,"6","0","40","0","0"
"2548","5",5,14,16,"11","0","47","0","0"
"2549","2",2,24,11,"11","0","46","0","0"
"2550","0",2,29,11,"17","1","48","1","0"
"2551","0",2,29,11,"17","0","49","0","0"
"2552","0",4,25,15,"11","0","38","0","0"
"2553","0",1,25,5,"11","0","44","0","0"
"2554","3",2,18,13,"11","0","35","0","0"
"2555","4",3,4,15,"6","0","20","0","0"
"2556","1",4,12,15,"6","1","51","1","0"
"2557","1",4,12,15,"6","0","53","0","0"
"2558","5",8,27,23,"11","1","51","0","0"
"2559","4",9,2,13,"13","0","52","0","0"
"2560","0",10,3,15,"11","0","53","0","0"
"2561","4",10,21,11,"11","0","18","0","0"
"2562","1",12,20,15,"11","0","26","0","0"
"2563","5",6,18,3,"11","0","22","1","0"
"2564","5",6,18,3,"11","0","24","0","0"
"2565","4",10,21,21,"11","1","38","2","1"
"2566","5",10,15,21,"6","0","39","0","0"
"2567","2",6,22,16,"11","1","32","0","0"
"2568","6",10,16,12,"0","0","38","2","0"
"2569","6",8,28,15,"11","1","40","1","0"
"2570","3",12,1,8,"11","0","39","0","0"
"2571","4",11,4,9,"11","1","72","2","0"
"2572","3",7,7,12,"11","0","70","0","0"
"2573","6",1,3,10,"11","1","23","1","0"
"2574","6",1,3,10,"11","0","24","0","0"
"2575","2",6,1,16,"11","0","26","0","0"
"2576","3",1,21,9,"11","0","63","0","0"
"2577","4",3,4,14,"17","1","23","0","0"
"2578","4",3,4,14,"17","1","41","1","0"
"2579","4",3,4,14,"17","0","58","0","0"
"2580","4",6,17,18,"9","1","42","1","0"
"2581","4",6,17,18,"11","1","23","1","0"
"2582","0",8,29,12,"11","1","39","0","0"
"2583","5",10,8,23,"9","0","28","0","0"
"2584","5",10,8,23,"9","0","36","1","0"
"2585","3",2,4,12,"0","1","80","1","0"
"2586","4",2,19,10,"17","1","66","1","0"
"2587","4",2,19,10,"17","0","67","0","0"
"2588","6",10,2,22,"11","1","28","1","0"
"2589","6",10,2,22,"11","0","27","0","0"
"2590","3",11,24,23,"11","1","31","0","0"
"2591","3",11,24,23,"11","0","43","0","0"
"2592","0",12,19,14,"11","1","26","0","0"
"2593","6",10,23,7,"17","0","22","0","0"
"2594","1",10,11,19,"6","1","58","0","0"
"2595","6",11,6,14,"17","1","49","0","0"
"2596","5",2,27,7,"17","0","36","0","0"
"2597","5",2,27,7,"17","0","63","0","0"
"2598","4",4,1,19,"11","0","57","0","1"
"2599","0",2,1,13,"17","1","58","0","0"
"2600","0",2,1,13,"17","1","68","1","0"
"2601","5",7,2,23,"6","0","13","0","0"
"2602","5",7,2,23,"6","0","13","1","0"
"2603","0",11,7,9,"3","1","27","0","0"
"2604","2",11,2,14,"17","1","49","2","0"
"2605","1",2,23,20,"11","1","42","1","0"
"2606","0",3,14,17,"17","1","14","2","0"
"2607","2",7,27,21,"11","1","31","0","0"
"2608","4",11,25,7,"11","0","28","0","0"
"2609","1",2,16,19,"9","1","37","1","0"
"2610","1",2,16,19,"9","0","36","1","0"
"2611","1",2,16,19,"17","1","72","0","0"
"2612","4",9,9,14,"11","0","26","0","0"
"2613","0",2,8,20,"11","0","60","0","0"
"2614","0",9,19,9,"11","0","28","0","0"
"2615","4",12,23,13,"11","0","41","0","0"
"2616","0",2,8,9,"11","0","60","0","0"
"2617","4",4,8,18,"11","1","37","1","0"
"2618","4",4,8,18,"11","0","55","0","0"
"2619","2",6,8,14,"17","1","35","1","0"
"2620","2",6,8,14,"17","1","39","0","0"
"2621","2",6,8,14,"17","0","33","0","0"
